sample_x,predict_x,abs_error_x,percent_error_x,sample_y,predict_y,abs_error_y,percent_error_y,,mean_sample_x,mean_predict_x,mean_abs_error_x,mean_percent_error_x,mean_sample_y,mean_predict_y,mean_abs_error_y,mean_percent_error_y
44.14673404,42.76609831,1.380635732,3.127379097,2.683355321,1.846882824,0.836472497,31.17263264,,,,,,,,,
26.49826772,22.23943108,4.258836639,16.07213228,-0.362875609,-0.834748528,0.471872919,130.0371002,,,,,,,,,
42.99999214,36.96031954,6.039672601,14.0457528,7.012421083,5.100338625,1.912082457,27.26707987,,,,,,,,,
53.87995849,54.1379661,0.258007606,0.478856356,-3.167860501,-5.682841107,2.514980606,79.39050996,,,,,,,,,
58.43994853,64.096436,5.656487469,9.679145194,-0.099278837,-2.116946776,2.017667938,2032.324301,,,,,,,,,
46.54842516,33.71578715,12.83263801,27.56836126,9.305615101,5.850921728,3.454693373,37.12482555,,,,,,,,,
35.80042399,29.76188359,6.038540409,16.86723154,-2.608534542,-3.584460107,0.975925566,37.41279061,,,,,,,,,
31.10438678,30.35903635,0.745350432,2.396287177,-4.755933494,-5.716962196,0.961028702,20.20694156,,,,,,,,,
53.85191678,57.17911274,3.327195965,6.178416971,-0.137141289,-2.251673248,2.114531958,1541.863845,,,,,,,,,
47.14779273,46.27150788,0.876284851,1.858591464,-3.583220114,-5.676080199,2.092860085,58.40724317,,,,,,,,,
30.70238927,29.79026118,0.912128091,2.970870061,2.81439301,2.642928595,0.171464415,6.09241191,,,,,,,,,
38.54290516,45.4771372,6.934232039,17.99094285,-0.263477974,-1.470825965,1.207347991,458.2348857,,,,,,,,,
19.54996256,18.26687961,1.283082952,6.563096721,-3.395828726,-3.652921088,0.257092361,7.570828274,,,,,,,,,
57.40696918,42.30990102,15.09706816,26.29831948,6.889069552,3.729813016,3.159256536,45.85897286,,,,,,,,,
87.45854032,64.8799441,22.57859622,25.81634239,0.14019532,-3.307981158,3.448176479,2459.551766,,,,,,,,,
34.92171546,40.13816404,5.216448577,14.93754963,-0.293361621,-1.973182395,1.679820775,572.610954,,,,,,,,,
28.970451,23.1131773,5.857273698,20.21809636,-3.215623352,-3.610917876,0.395294524,12.29293609,,,,,,,,,
24.20308937,18.5840358,5.619053563,23.21626582,-0.381816428,-0.453369313,0.071552885,18.74012738,,,,,,,,,
24.52606976,21.82835731,2.697712445,10.99936709,1.861791819,2.009030448,0.147238629,7.908436785,,,,,,,,,
48.72055429,47.28720954,1.43334475,2.941971352,2.441556286,1.315086779,1.126469507,46.13735563,,,,,,,,,
35.98595304,38.68279855,2.696845507,7.494161691,-0.493218587,-2.17028341,1.677064822,340.0246595,,,,,,,,,
14.61673415,12.01285424,2.603879905,17.81437549,2.530740652,2.695362998,0.164622346,6.504907798,,,,,,,,,
27.24626395,28.28993867,1.043674722,3.830524157,-0.356702816,-0.936922885,0.58022007,162.6620379,,,,,,,,,
50.2741564,48.27678825,1.997368156,3.972952107,-3.071644566,-5.361087031,2.289442466,74.53474571,,,,,,,,,
28.33969455,25.45371053,2.885984024,10.18353962,3.228275114,2.739694508,0.488580606,15.13441664,,,,,,,,,
34.09900261,31.28293026,2.816072353,8.258518248,-2.773181565,-4.12189986,1.348718295,48.63433077,,,,,,,,,
27.12092137,27.08696775,0.03395362,0.125193459,-0.357737198,-0.942471068,0.584733871,163.4534721,,,,,,,,,
18.46232131,12.45797136,6.004349953,32.52218316,6.850640514,4.639799747,2.210840766,32.27203007,,,,,,,,,
41.91181464,41.28569709,0.626117544,1.493892712,-2.644062508,-4.560323562,1.916261055,72.47412076,,,,,,,,,
45.14319853,45.14323932,4.08E-05,9.04E-05,-0.046533235,-0.826615224,0.78008199,1676.397514,,,,,,,,,
52.25174662,53.65768922,1.405942602,2.690709292,-5.60518245,-8.272922547,2.667740097,47.59417059,,,,,,,,,
49.2591712,50.28871878,1.029547577,2.090062727,-1.129997,-3.548430825,2.418433824,214.0212605,,,,,,,,,
11.37257248,7.807865669,3.564706814,31.34477111,2.501410385,2.393037988,0.108372396,4.332451675,,,,,,,,,
26.23489781,29.00978515,2.774887343,10.57708463,-0.365049053,-0.686024166,0.320975113,87.92657046,,,,,,,,,
14.10490001,11.6719981,2.432901907,17.24862924,2.249156269,2.573116453,0.323960184,14.40363162,,,,,,,,,
27.4857126,28.1965407,0.710828101,2.586173082,-2.976236616,-4.383096307,1.406859691,47.26975281,,,,,,,,,
64.76927845,68.47365934,3.704380891,5.719348708,-2.818253935,-6.449494231,3.631240297,128.847165,,,,,,,,,
33.21576352,38.16690761,4.951144094,14.90600718,-0.307439885,-0.651146572,0.343706687,111.7963882,,,,,,,,,
22.11477569,20.29140977,1.823365923,8.245012061,2.371819302,2.610728506,0.238909204,10.07282485,,,,,,,,,
21.99381295,20.55516142,1.438651535,6.541164726,-4.459085686,-4.602453477,0.143367791,3.215183575,,,,,,,,,
41.22106362,41.64075077,0.41968715,1.018137606,-3.31912028,-5.165351915,1.846231635,55.62412565,,,,,,,,,
44.10889851,44.21606499,0.107166482,0.242958872,4.155291396,3.004858196,1.1504332,27.68598133,,,,,,,,,
41.43140476,40.48676885,0.944635905,2.279999702,0.442575205,-0.066997924,0.509573129,115.1382009,,,,,,,,,
57.4262702,47.98318716,9.443083039,16.44383834,-3.439956909,-5.356561732,1.916604823,55.71595441,,,,,,,,,
22.02130686,19.83975861,2.181548248,9.906533987,3.353155877,3.350486555,0.002669322,0.07960627,,,,,,,,,
18.27532509,15.64894386,2.626381234,14.3711875,2.8085242,2.947237486,0.138713286,4.939009806,,,,,,,,,
59.37199966,67.1470533,7.775053633,13.09548891,-0.091587142,-2.707608125,2.616020983,2856.319039,,,,,,,,,
35.33399762,39.82280285,4.488805224,12.70392689,-0.309890313,-2.187649518,1.877759206,605.9431771,,,,,,,,,
59.36944943,50.16958569,9.19986374,15.49595597,-3.124728039,-5.175177781,2.050449741,65.62010247,,,,,,,,,
42.85891548,43.41237218,0.553456697,1.291345548,-3.404589558,-5.402559327,1.997969769,58.68460015,,,,,,,,,
42.34518067,43.57850549,1.233324818,2.912550611,-0.232099927,-1.421053533,1.188953606,512.2593624,,,,,,,,,
15.16214274,12.64664185,2.515500889,16.59066883,-4.509045905,-3.911477164,0.597568741,13.25266484,,,,,,,,,
19.83515865,14.65100835,5.184150299,26.13616755,6.28114404,4.801211831,1.479932209,23.56150725,,,,,,,,,
30.55762777,29.66981233,0.887815443,2.905380777,-4.232613866,-5.386885687,1.15427182,27.27089824,,,,,,,,,
28.48011511,32.66087327,4.180758165,14.67956906,-0.474989611,-1.804793892,1.329804282,279.9649195,,,,,,,,,
10.51087625,8.207968213,2.302908039,21.90976265,2.590336892,2.550955805,0.039381087,1.520307535,,,,,,,,,
39.8216356,35.25059222,4.57104338,11.47879365,1.948785808,1.141354539,0.807431269,41.43253023,,,,,,,,,
54.89664741,51.76545938,3.131188023,5.703787337,3.779654913,1.451406767,2.328248147,61.5994899,,,,,,,,,
26.10065856,23.35720728,2.743451283,10.51104238,-3.054044302,-3.726577568,0.672533266,22.02107108,,,,,,,,,
56.93971769,54.7211892,2.218528495,3.896275894,4.819769392,3.105837759,1.713931633,35.56044893,,,,,,,,,
28.08781963,27.93841058,0.149409049,0.531935375,-0.349757929,-1.046208893,0.696450964,199.1237102,,,,,,,,,
6.976889599,5.999792941,0.977096657,14.0047602,-3.146825307,-2.381148612,0.765676695,24.33171912,,,,,,,,,
44.08133625,42.34925693,1.732079314,3.92928042,-0.375228325,-2.3668334,1.991605074,530.771517,,,,,,,,,
54.89664741,51.76545938,3.131188023,5.703787337,3.779654913,1.451406767,2.328248147,61.5994899,,,,,,,,,
45.91716756,47.38900152,1.471833962,3.205411049,-0.202622323,-1.401274164,1.198651841,591.5694887,,,,,,,,,
38.29090468,40.79520317,2.504298491,6.540191495,-0.265557592,-1.525399299,1.259841707,474.413741,,,,,,,,,
12.05883182,7.706188699,4.352643119,36.09506447,8.376967836,4.870505049,3.506462787,41.85837711,,,,,,,,,
55.89292528,46.06710526,9.825820023,17.57972046,-3.036455246,-4.807771111,1.771315865,58.33499002,,,,,,,,,
32.97050298,28.55620414,4.414298834,13.38863055,-3.580594899,-4.347031547,0.766436648,21.40528794,,,,,,,,,
43.47418869,52.7350855,9.260896815,21.30205783,-0.222782857,-1.979650391,1.756867534,788.6008627,,,,,,,,,
30.26986928,26.53055134,3.739317949,12.35326758,2.809999012,2.455079457,0.354919556,12.63059361,,,,,,,,,
25.84358785,23.49556963,2.348018217,9.085496298,-2.783945669,-3.596322051,0.812376383,29.18075563,,,,,,,,,
58.77590796,49.20271482,9.573193142,16.28761422,-0.096506353,-1.983233777,1.886727424,1955.029251,,,,,,,,,
41.25407664,48.7753761,7.521299462,18.23165145,-0.241104196,-1.890029972,1.648925776,683.9058802,,,,,,,,,
30.55541959,29.37137886,1.184040722,3.875059606,-3.520233603,-4.494792279,0.974558675,27.68448874,,,,,,,,,
22.58286829,22.51288153,0.069986758,0.309910846,-0.395187204,-0.482948247,0.087761044,22.20746083,,,,,,,,,
33.40253375,36.60012668,3.197592935,9.572905336,-0.305898575,-0.452670169,0.146771594,47.98047659,,,,,,,,,
58.09839634,65.68247557,7.584079236,13.05385297,0.886047118,-0.825880768,1.711927886,193.2095767,,,,,,,,,
45.52732942,46.7708071,1.243477681,2.731277447,-3.686503739,-5.715593565,2.029089826,55.04103536,,,,,,,,,
32.08678539,35.02278953,2.936004146,9.150197224,-0.316756708,-1.225340367,0.908583659,286.8395953,,,,,,,,,
24.1892479,23.23475917,0.954488731,3.945921488,-3.171788834,-3.972438417,0.800649582,25.24284005,,,,,,,,,
33.69078165,31.94396805,1.746813592,5.184841392,-2.707767682,-3.972057196,1.264289513,46.69121067,,,,,,,,,
14.49446219,12.78037157,1.71409062,11.82583111,-2.691079916,-2.778454576,0.087374661,3.246825204,,,,,,,,,
37.00950031,36.01327243,0.99622788,2.691816618,-0.276132304,-1.265089766,0.988957463,358.1462402,,,,,,,,,
44.53804613,46.3814683,1.84342217,4.138983028,-0.214003439,-1.241123714,1.027120276,479.9550337,,,,,,,,,
30.78976169,34.39392644,3.604164749,11.70572473,-0.327460317,-0.553593811,0.226133494,69.05676262,,,,,,,,,
41.93666969,42.46506796,0.528398267,1.259991007,-1.618083186,-3.734717179,2.116633993,130.8111976,,,,,,,,,
32.44932509,32.43336285,0.015962239,0.049191282,-3.409717672,-4.862472194,1.452754522,42.60629945,,,,,,,,,
30.56993226,25.31400248,5.255929782,17.19313519,-6.168189934,-6.023492849,0.144697085,2.345859752,,,,,,,,,
21.637272,18.15758664,3.47968536,16.08190423,2.71776749,2.639118803,0.078648687,2.893871057,,,,,,,,,
13.65516269,9.060633974,4.594528719,33.64682518,9.974279873,5.912044604,4.06223527,40.72710332,,,,,,,,,
44.90971234,49.43888502,4.529172683,10.08506278,2.739124212,2.001538432,0.73758578,26.927796,,,,,,,,,
34.5061269,32.36719483,2.138932066,6.198702254,-3.385063959,-4.511771573,1.126707614,33.28467726,,,,,,,,,
40.87108292,33.0024615,7.868621423,19.25229492,6.65164474,4.454008933,2.197635808,33.03898349,,,,,,,,,
21.17971842,12.85410033,8.325618093,39.30938989,9.83308021,5.801827154,4.031253055,40.9968491,,,,,,,,,
22.90747059,21.01110777,1.896362824,8.278359744,2.385560092,2.610470469,0.224910377,9.427990426,,,,,,,,,
47.68647785,49.45058586,1.76410801,3.699388358,-3.420472035,-5.671113018,2.250640982,65.79913413,,,,,,,,,
40.05047981,36.01526774,4.035212075,10.07531519,3.835783578,2.762674949,1.073108629,27.97625588,,,,,,,,,
42.30421135,36.40754868,5.896662674,13.93871316,2.457712305,1.250524223,1.207188082,49.11836425,,,,,,,,,
61.64113746,65.08511305,3.443975587,5.587138279,-3.184317645,-6.58571214,3.401394495,106.8170602,,,,,,,,,
47.87610412,44.98659592,2.889508205,6.035387085,-0.186456319,-1.572667032,1.386210713,743.4506499,,,,,,,,,
16.58414997,13.27722746,3.306922504,19.94025929,2.30958202,2.409108559,0.099526539,4.309287931,,,,,,,,,
41.43954138,41.52990228,0.090360897,0.218054771,-4.016483391,-5.861785825,1.845302434,45.94323577,,,,,,,,,
36.2507824,40.25789783,4.007115427,11.05387294,-3.586538841,-5.776899495,2.190360655,61.07171153,,,,,,,,,
58.66224064,54.67107529,3.991165346,6.80363604,2.392348162,0.728378022,1.663970141,69.55384534,,,,,,,,,
43.22242555,41.39861269,1.823812864,4.219598602,-3.221578799,-4.941806114,1.720227314,53.39702741,,,,,,,,,
50.75657612,53.78397192,3.027395792,5.964539028,-0.162685399,-1.784899069,1.62221367,997.1476707,,,,,,,,,
36.05719469,41.90959226,5.852397565,16.23087324,-0.806305761,-2.852416557,2.046110796,253.7636334,,,,,,,,,
62.71529665,55.25872671,7.456569946,11.88955541,6.236412728,3.626567522,2.609845207,41.84850042,,,,,,,,,
33.25621151,26.7633971,6.492814409,19.52361413,-2.823924886,-3.706827131,0.882902245,31.26507541,,,,,,,,,
32.13441848,27.12612152,5.008296959,15.58546006,-3.166566848,-3.813598443,0.647031595,20.43322076,,,,,,,,,
46.48109137,51.19234609,4.711254714,10.13585218,-0.197968576,-1.681743764,1.483775188,749.500358,,,,,,,,,
33.42950124,42.42918886,8.999687621,26.92139364,-3.655686176,-6.397255316,2.74156914,74.99465239,,,,,,,,,
25.15977109,26.759235,1.599463911,6.357227596,-2.887143118,-3.982076694,1.094933576,37.92446483,,,,,,,,,
22.6305301,25.17137857,2.540848467,11.22752519,-0.394793878,-0.181604013,0.213189865,54.00029666,,,,,,,,,
38.74148205,37.08907583,1.65240622,4.265211685,-3.083901899,-4.663546715,1.579644816,51.22227841,,,,,,,,,
20.28538621,19.57250139,0.712884824,3.514277798,-3.545876392,-4.097698608,0.551822216,15.5623647,,,,,,,,,
24.84396917,26.32237238,1.478403208,5.950752867,-0.376527607,-0.936133467,0.55960586,148.6227969,,,,,,,,,
15.84741643,13.38875752,2.4586589,15.51457244,2.387581588,2.64962342,0.262041832,10.97519906,,,,,,,,,
33.33528239,25.98905679,7.346225594,22.03738822,5.410058596,3.711922624,1.698135972,31.38849501,,,,,,,,,
55.7183615,55.4750007,0.243360799,0.436769481,-0.121738568,-2.076510303,1.954771734,1605.712769,,,,,,,,,
26.38725965,21.49745205,4.889807596,18.5309413,3.037333963,2.603629369,0.433704594,14.27912109,,,,,,,,,
30.47165893,34.94836065,4.476701726,14.69136202,-0.714874627,-2.358159373,1.643284746,229.8703415,,,,,,,,,
54.05766468,47.1686391,6.889025585,12.74384609,-4.90169565,-6.353248099,1.451552449,29.61327166,,,,,,,,,
42.11519345,42.44650489,0.331311436,0.786679127,-2.622913516,-4.611206681,1.988293165,75.80475503,,,,,,,,,
21.76145226,23.04282902,1.281376761,5.888286983,-0.40196589,-0.163535353,0.238430536,59.31611171,,,,,,,,,
27.352968,25.69820672,1.654761284,6.049658975,3.210656327,2.986992627,0.2236637,6.966292171,,,,,,,,,
43.55522797,48.28316314,4.727935177,10.85503485,-0.222114086,-2.328103922,2.105989837,948.1568142,,,,,,,,,
35.9212916,34.01774693,1.903544672,5.299209986,-2.961622272,-4.452797725,1.491175453,50.34995405,,,,,,,,,
18.66300187,15.42679479,3.236207075,17.340228,-0.427535662,-0.268601761,0.158933902,37.17441977,,,,,,,,,
51.15104659,47.68992822,3.461118367,6.766466375,-3.574793941,-5.465884923,1.891090982,52.90069899,,,,,,,,,
31.61930811,34.35242434,2.733116238,8.643820506,-2.628861905,-4.246167577,1.617305673,61.52113468,,,,,,,,,
36.75779587,36.34026874,0.417527132,1.135887293,3.720210489,3.042501992,0.677708497,18.21693958,,,,,,,,,
53.94040059,54.0780398,0.137639208,0.255169051,-0.136411082,-1.734098855,1.597687773,1171.230187,,,,,,,,,
22.26337251,18.45257481,3.810797699,17.11689322,-0.397823823,-1.043721243,0.64589742,162.3576524,,,,,,,,,
38.50556073,28.80386244,9.701698288,25.19557722,-7.499892037,-6.631391934,0.868500104,11.58016808,,,,,,,,,
20.06228889,20.0257859,0.036502991,0.181948287,-3.922033067,-4.564690932,0.642657865,16.38583494,,,,,,,,,
59.71432719,58.36461911,1.349708082,2.260275122,-2.265902782,-5.7537749,3.487872118,153.9285862,,,,,,,,,
33.7148588,33.99279278,0.277933976,0.824366424,1.406459054,1.280147177,0.126311876,8.980842763,,,,,,,,,
53.46769444,53.44177671,0.025917728,0.048473622,-7.156760047,-9.494419311,2.337659264,32.66365294,,,,,,,,,
44.14673404,42.76609831,1.380635732,3.127379097,2.683355321,1.846882824,0.836472497,31.17263264,,,,,,,,,
26.49826772,22.23943108,4.258836639,16.07213228,-0.362875609,-0.834748528,0.471872919,130.0371002,,,,,,,,,
41.54827768,42.95449729,1.406219606,3.38454368,-0.23867632,-1.369429179,1.130752859,473.7599681,,,,,,,,,
29.69169365,26.48994787,3.201745785,10.78330466,-2.257282273,-3.2393679,0.982085628,43.50743544,,,,,,,,,
29.27817337,31.23507897,1.956905594,6.683837716,-0.339934607,-1.036965781,0.697031174,205.0486061,,,,,,,,,
73.70254398,47.49566657,26.20687741,35.55762935,10.4801174,3.868749455,6.61136795,63.08486532,,,,,,,,,
42.79593731,44.12244288,1.326505567,3.099606295,-0.092568902,-0.744954589,0.652385686,704.756856,,,,,,,,,
37.90586951,43.80438243,5.898512917,15.56094872,-0.268735071,-1.490971577,1.222236506,454.8109406,,,,,,,,,
15.61872485,14.78268958,0.836035263,5.352775407,-3.744188683,-3.740730905,0.003457778,0.092350522,,,,,,,,,
33.08339605,29.28144777,3.801948283,11.49201333,3.262137518,2.63202004,0.630117478,19.3160918,,,,,,,,,
31.26809111,33.0047888,1.736697684,5.554217165,-0.323512933,-1.175742882,0.85222995,263.4299479,,,,,,,,,
51.52285177,50.98178356,0.541068217,1.05015192,-4.621356823,-6.916644808,2.295287985,49.66697169,,,,,,,,,
26.92134932,28.23924304,1.317893718,4.895347937,-0.359384154,-1.311526979,0.952142825,264.937342,,,,,,,,,
40.34557787,40.97112123,0.625543356,1.550463245,-0.248601527,-1.34025215,1.091650623,439.1166203,,,,,,,,,
33.40966461,38.08410959,4.67444498,13.99129574,-0.305839728,-2.054411236,1.748571508,571.7280483,,,,,,,,,
29.68372175,30.61469499,0.930973233,3.136308988,-2.735540094,-4.087568405,1.352028311,49.42454742,,,,,,,,,
53.66237885,53.92911358,0.26673473,0.497060951,2.065033192,0.769429952,1.295603241,62.74006857,,,,,,,,,
38.90128716,31.77015,7.131137159,18.33136557,6.592027745,4.558880941,2.033146805,30.84250982,,,,,,,,,
15.94373019,13.93649399,2.007236193,12.58950176,2.076190188,2.503643647,0.427453459,20.58835751,,,,,,,,,
27.91708482,29.40743965,1.490354829,5.338504499,-0.351166908,-0.565736029,0.214569122,61.10174887,,,,,,,,,
60.90781484,59.59440557,1.313409265,2.156388747,-6.799466619,-9.507508206,2.708041588,39.82726498,,,,,,,,,
22.19415961,18.04643403,4.14772558,18.68836511,-0.398394999,-0.688611199,0.2902162,72.84634635,,,,,,,,,
60.91680337,55.04387354,5.872929825,9.640902839,1.018107764,-0.964178388,1.982286152,194.7029796,,,,,,,,,
25.17907742,24.28985085,0.889226568,3.531609014,-3.643848554,-4.355644936,0.711796382,19.53419225,,,,,,,,,
41.90136981,40.87900931,1.022360495,2.439921415,-0.235762449,-1.926971949,1.6912095,717.3362454,,,,,,,,,
45.8066054,45.27722454,0.529380852,1.155686712,-2.870562778,-4.854000611,1.983437834,69.09578322,,,,,,,,,
26.41016228,24.01202625,2.398136035,9.080353272,-3.526831932,-4.2301274,0.703295468,19.94128106,,,,,,,,,
30.97273472,26.57327087,4.399463843,14.2043119,-7.071647504,-6.874816241,0.196831263,2.783386233,,,,,,,,,
29.39112149,24.59331668,4.797804813,16.32399368,-2.758523905,-3.651316139,0.892792234,32.36485398,,,,,,,,,
15.33188411,11.27247435,4.059409763,26.47691394,2.238204372,2.302189961,0.063985589,2.858791188,,,,,,,,,
23.7156759,15.4018988,8.313777107,35.05604116,2.110632615,1.832068586,0.278564029,13.19812964,,,,,,,,,
29.19246282,26.37458583,2.817876985,9.652755241,2.647037399,2.238753073,0.408284327,15.4241994,,,,,,,,,
29.4096399,24.8416462,4.567993696,15.53230068,2.943852746,2.567044896,0.37680785,12.79981992,,,,,,,,,
49.44093909,49.9621087,0.52116961,1.054125628,8.666320588,7.323439415,1.342881173,15.49540153,,,,,,,,,
27.49484208,29.70087917,2.206037091,8.023457944,-0.35465144,-0.32666769,0.027983749,7.89049367,,,,,,,,,
49.48028747,51.54369374,2.063406276,4.170158221,3.49739236,2.40133301,1.09605935,31.33933048,,,,,,,,,
30.2900085,28.94201098,1.347997524,4.450304213,-3.123346436,-4.183398635,1.060052199,33.93962919,,,,,,,,,
27.86366094,30.19194308,2.328282143,8.355980744,-0.351607785,-0.73937705,0.387769265,110.2846074,,,,,,,,,
43.30639898,46.77379859,3.467399604,8.006668033,-3.459532298,-5.952385026,2.492852728,72.05750699,,,,,,,,,
38.63831977,42.52966436,3.891344587,10.0712055,-0.26269057,-1.457855902,1.195165332,454.970778,,,,,,,,,
41.72698911,40.65925413,1.067734981,2.558859395,-0.280291045,-2.262043826,1.981752781,707.0339276,,,,,,,,,
26.79367691,25.17243455,1.62124236,6.050839402,-0.360437763,-0.919707586,0.559269824,155.1640481,,,,,,,,,
18.18288422,21.10262261,2.919738395,16.05761968,-0.431497804,-0.461386506,0.029888703,6.926733414,,,,,,,,,
27.93542834,25.27769005,2.657738288,9.513862669,-3.192062022,-3.991544129,0.799482108,25.04594529,,,,,,,,,
22.56738996,22.04480338,0.522586582,2.315671341,-2.677201584,-3.446109034,0.768907451,28.7205661,,,,,,,,,
51.10276984,48.83257737,2.27019247,4.442405915,-0.220890088,-2.645076124,2.424186036,1097.46257,,,,,,,,,
46.13008311,39.60155757,6.528525545,14.15242528,-2.820357599,-4.490216611,1.669859012,59.20735061,,,,,,,,,
35.4239008,37.38492005,1.961019249,5.535864785,-3.311262606,-4.987099433,1.675836827,50.61020604,,,,,,,,,
26.82191841,20.89723654,5.924681865,22.08895641,2.989649656,2.411518891,0.578130765,19.33774292,,,,,,,,,
14.8520227,13.68670624,1.165316467,7.846180213,-0.458985535,0.006614976,0.465600511,101.4412167,,,,,,,,,
19.81006336,21.43424591,1.624182548,8.198775128,-0.418069607,-0.002779696,0.415289911,99.33511164,,,,,,,,,
21.7281815,19.3557652,2.372416297,10.91861414,-0.402240454,-0.4382246,0.035984146,8.945929015,,,,,,,,,
21.04885894,23.08044193,2.031582989,9.651748793,-0.407846522,-0.437416955,0.029570432,7.250382347,,,,,,,,,
28.26348778,33.46645596,5.202968181,18.40879732,-0.348308238,-0.526029106,0.177720867,51.02402064,,,,,,,,,
42.87832559,38.83094481,4.047380776,9.439223012,-2.919691234,-4.467948567,1.548257333,53.02811867,,,,,,,,,
23.93335969,27.37823228,3.444872596,14.39360224,-0.384042356,-0.951904608,0.567862252,147.8644849,,,,,,,,,
36.75922434,39.60262986,2.843405522,7.735216325,-0.278197691,-1.246142859,0.967945168,347.934293,,,,,,,,,
49.33333624,44.36990301,4.963433231,10.06101271,-6.109073359,-8.182717215,2.073643856,33.94367255,,,,,,,,,
33.42340881,29.18423842,4.239170387,12.6832377,-3.252526259,-4.258711802,1.006185543,30.93550868,,,,,,,,,
35.56127277,34.1981043,1.363168469,3.833294938,-3.741572825,-5.055428124,1.313855299,35.1150535,,,,,,,,,
38.59649844,39.32901254,0.732514097,1.897877077,3.250429746,2.73963211,0.510797636,15.71477237,,,,,,,,,
36.56330857,30.77594617,5.787362397,15.82833344,-4.760604074,-5.275345683,0.514741609,10.81252717,,,,,,,,,
30.72577352,33.48618617,2.760412652,8.984029811,-0.267342467,-0.198817462,0.068525005,25.631919,,,,,,,,,
28.76034346,29.45674627,0.69640281,2.421399489,-0.344207967,-0.675509641,0.331301674,96.2504376,,,,,,,,,
40.20797675,41.15934676,0.951370012,2.366122567,-0.249737072,-2.198949618,1.949212546,780.5058861,,,,,,,,,
37.80298008,41.15456938,3.351589299,8.865939382,-2.318669696,-4.460397699,2.141728003,92.36882715,,,,,,,,,
35.81162566,28.83889772,6.972727939,19.47057083,3.647298999,2.628075139,1.019223859,27.94462038,,,,,,,,,
37.78484482,41.15218111,3.367336291,8.911870108,-0.26973382,-1.263103399,0.993369578,368.2777257,,,,,,,,,
10.86079049,10.09490273,0.765887752,7.051860108,-3.056545105,-2.792672948,0.263872158,8.63302024,,,,,,,,,
39.1844964,38.72786706,0.456629341,1.165331657,-0.258183281,-1.688655542,1.430472261,554.0530183,,,,,,,,,
36.61809214,34.08438806,2.53370408,6.919268405,-4.701418343,-5.736120226,1.034701884,22.00829214,,,,,,,,,
